tt,recId,year,month,day,angle
1738780,510,48,7,10,0
1738781,510,48,7,11,1
1738782,510,48,7,12,1
1738783,510,48,7,13,2
1738784,510,48,7,14,2
1738785,510,48,7,15,3
1738786,510,48,7,16,3
1738787,510,48,7,17,4
1738788,510,48,7,18,5
1738789,510,48,7,19,5
1739482,510,50,6,12,5
1739483,510,50,6,13,5
1739484,510,50,6,14,4
1739485,510,50,6,15,3
1739486,510,50,6,16,3
1739487,510,50,6,17,2
1739488,510,50,6,18,2
1739489,510,50,6,19,1
1739490,510,50,6,20,1
1739491,510,50,6,21,0
1739492,510,50,6,22,1
1739493,510,50,6,23,1
1739494,510,50,6,24,2
1739495,510,50,6,25,2
1739496,510,50,6,26,3
1739497,510,50,6,27,3
1739498,510,50,6,28,4
1739499,510,50,6,29,5
1739500,510,50,6,30,5
1740190,510,52,5,20,5
1740191,510,52,5,21,5
1740192,510,52,5,22,4
1740193,510,52,5,23,4
1740194,510,52,5,24,3
1740195,510,52,5,25,3
1740196,510,52,5,26,2
1740197,510,52,5,27,2
1740198,510,52,5,28,1
1740199,510,52,5,29,1
1740200,510,52,5,30,0
1740201,510,52,5,31,1
1740202,510,52,6,1,1
1740203,510,52,6,2,1
1740204,510,52,6,3,2
1740205,510,52,6,4,3
1740206,510,52,6,5,3
1740207,510,52,6,6,4
1740208,510,52,6,7,4
1740209,510,52,6,8,5
1740210,510,52,6,9,5
1740722,510,53,11,3,5
1740723,510,53,11,4,5
1740724,510,53,11,5,5
1740725,510,53,11,6,4
1740726,510,53,11,7,4
1740727,510,53,11,8,4
1740728,510,53,11,9,4
1740729,510,53,11,10,3
1740730,510,53,11,11,3
1740731,510,53,11,12,3
1740732,510,53,11,13,3
1740733,510,53,11,14,3
1740734,510,53,11,15,2
1740735,510,53,11,16,2
1740736,510,53,11,17,2
1740737,510,53,11,18,2
1740738,510,53,11,19,2
1740739,510,53,11,20,2
1740740,510,53,11,21,2
1740741,510,53,11,22,2
1740742,510,53,11,23,2
1740743,510,53,11,24,2
1740744,510,53,11,25,2
1740745,510,53,11,26,2
1740746,510,53,11,27,2
1740747,510,53,11,28,2
1740748,510,53,11,29,2
1740749,510,53,11,30,2
1740750,510,53,12,1,2
1740751,510,53,12,2,2
1740752,510,53,12,3,2
1740753,510,53,12,4,2
1740754,510,53,12,5,2
1740755,510,53,12,6,2
1740756,510,53,12,7,2
1740757,510,53,12,8,2
1740758,510,53,12,9,2
1740759,510,53,12,10,3
1740760,510,53,12,11,3
1740761,510,53,12,12,3
1740762,510,53,12,13,3
1740763,510,53,12,14,3
1740764,510,53,12,15,3
1740765,510,53,12,16,3
1740766,510,53,12,17,3
1740767,510,53,12,18,3
1740768,510,53,12,19,3
1740769,510,53,12,20,3
1740770,510,53,12,21,3
1740771,510,53,12,22,3
1740772,510,53,12,23,3
1740773,510,53,12,24,3
1740774,510,53,12,25,4
1740775,510,53,12,26,4
1740776,510,53,12,27,4
1740777,510,53,12,28,4
1740778,510,53,12,29,4
1740779,510,53,12,30,5
1740780,510,53,12,31,5
1740781,510,54,1,1,5
1740782,510,54,1,2,5
1740890,510,54,4,20,5
1740891,510,54,4,21,5
1740892,510,54,4,22,4
1740893,510,54,4,23,4
1740894,510,54,4,24,4
1740895,510,54,4,25,3
1740896,510,54,4,26,3
1740897,510,54,4,27,2
1740898,510,54,4,28,2
1740899,510,54,4,29,2
1740900,510,54,4,30,1
1740901,510,54,5,1,1
1740902,510,54,5,2,1
1740903,510,54,5,3,1
1740904,510,54,5,4,1
1740905,510,54,5,5,1
1740906,510,54,5,6,2
1740907,510,54,5,7,2
1740908,510,54,5,8,2
1740909,510,54,5,9,3
1740910,510,54,5,10,3
1740911,510,54,5,11,4
1740912,510,54,5,12,4
1740913,510,54,5,13,5
1740914,510,54,5,14,5
1741415,510,55,9,27,5
1741416,510,55,9,28,5
1741417,510,55,9,29,4
1741418,510,55,9,30,4
1741419,510,55,10,1,3
1741420,510,55,10,2,3
1741421,510,55,10,3,2
1741422,510,55,10,4,2
1741423,510,55,10,5,1
1741424,510,55,10,6,1
1741425,510,55,10,7,1
1741426,510,55,10,8,1
1741427,510,55,10,9,1
1741428,510,55,10,10,1
1741429,510,55,10,11,2
1741430,510,55,10,12,2
1741431,510,55,10,13,3
1741432,510,55,10,14,3
1741433,510,55,10,15,4
1741434,510,55,10,16,4
1741435,510,55,10,17,5
1741436,510,55,10,18,5
1742123,510,57,9,4,5
1742124,510,57,9,5,5
1742125,510,57,9,6,4
1742126,510,57,9,7,3
1742127,510,57,9,8,3
1742128,510,57,9,9,2
1742129,510,57,9,10,2
1742130,510,57,9,11,1
1742131,510,57,9,12,1
1742132,510,57,9,13,0
1742133,510,57,9,14,0
1742134,510,57,9,15,1
1742135,510,57,9,16,1
1742136,510,57,9,17,2
1742137,510,57,9,18,3
1742138,510,57,9,19,3
1742139,510,57,9,20,4
1742140,510,57,9,21,4
1742141,510,57,9,22,5
1742142,510,57,9,23,5
1742834,510,59,8,16,5
1742835,510,59,8,17,4
1742836,510,59,8,18,4
1742837,510,59,8,19,3
1742838,510,59,8,20,3
1742839,510,59,8,21,2
1742840,510,59,8,22,1
1742841,510,59,8,23,1
1742842,510,59,8,24,0
1742843,510,59,8,25,0
1742844,510,59,8,26,1
1742845,510,59,8,27,1
1742846,510,59,8,28,2
1742847,510,59,8,29,2
1742848,510,59,8,30,3
1742849,510,59,8,31,4
1742850,510,59,9,1,4
1742851,510,59,9,2,5
1742852,510,59,9,3,5
1743545,510,61,7,27,5
1743546,510,61,7,28,5
1743547,510,61,7,29,4
1743548,510,61,7,30,4
1743549,510,61,7,31,3
1743550,510,61,8,1,2
1743551,510,61,8,2,2
1743552,510,61,8,3,1
1743553,510,61,8,4,1
1743554,510,61,8,5,0
1743555,510,61,8,6,0
1743556,510,61,8,7,1
1743557,510,61,8,8,1
1743558,510,61,8,9,2
1743559,510,61,8,10,3
1743560,510,61,8,11,3
1743561,510,61,8,12,4
1743562,510,61,8,13,4
1743563,510,61,8,14,5
1744257,510,63,7,9,5
1744258,510,63,7,10,5
1744259,510,63,7,11,4
1744260,510,63,7,12,3
1744261,510,63,7,13,3
1744262,510,63,7,14,2
1744263,510,63,7,15,2
1744264,510,63,7,16,1
1744265,510,63,7,17,1
1744266,510,63,7,18,0
1744267,510,63,7,19,0
1744268,510,63,7,20,1
1744269,510,63,7,21,1
1744270,510,63,7,22,2
1744271,510,63,7,23,3
1744272,510,63,7,24,3
1744273,510,63,7,25,4
1744274,510,63,7,26,5
1744275,510,63,7,27,5
1744969,510,65,6,20,5
1744970,510,65,6,21,4
1744971,510,65,6,22,4
1744972,510,65,6,23,3
1744973,510,65,6,24,2
1744974,510,65,6,25,2
1744975,510,65,6,26,1
1744976,510,65,6,27,1
1744977,510,65,6,28,0
1744978,510,65,6,29,0
1744979,510,65,6,30,1
1744980,510,65,7,1,1
1744981,510,65,7,2,2
1744982,510,65,7,3,2
1744983,510,65,7,4,3
1744984,510,65,7,5,4
1744985,510,65,7,6,4
1744986,510,65,7,7,5
1744987,510,65,7,8,5
1745678,510,67,5,30,5
1745679,510,67,5,31,5
1745680,510,67,6,1,4
1745681,510,67,6,2,4
1745682,510,67,6,3,3
1745683,510,67,6,4,2
1745684,510,67,6,5,2
1745685,510,67,6,6,1
1745686,510,67,6,7,1
1745687,510,67,6,8,1
1745688,510,67,6,9,0
1745689,510,67,6,10,1
1745690,510,67,6,11,1
1745691,510,67,6,12,2
1745692,510,67,6,13,2
1745693,510,67,6,14,3
1745694,510,67,6,15,3
1745695,510,67,6,16,4
1745696,510,67,6,17,5
1745697,510,67,6,18,5
1746383,510,69,5,4,5
1746384,510,69,5,5,5
1746385,510,69,5,6,4
1746386,510,69,5,7,4
1746387,510,69,5,8,3
1746388,510,69,5,9,3
1746389,510,69,5,10,2
1746390,510,69,5,11,2
1746391,510,69,5,12,1
1746392,510,69,5,13,1
1746393,510,69,5,14,1
1746394,510,69,5,15,1
1746395,510,69,5,16,1
1746396,510,69,5,17,1
1746397,510,69,5,18,2
1746398,510,69,5,19,2
1746399,510,69,5,20,2
1746400,510,69,5,21,3
1746401,510,69,5,22,4
1746402,510,69,5,23,4
1746403,510,69,5,24,5
1746404,510,69,5,25,5
1746905,510,70,10,8,5
1746906,510,70,10,9,5
1746907,510,70,10,10,4
1746908,510,70,10,11,4
1746909,510,70,10,12,3
1746910,510,70,10,13,3
1746911,510,70,10,14,2
1746912,510,70,10,15,2
1746913,510,70,10,16,1
1746914,510,70,10,17,1
1746915,510,70,10,18,1
1746916,510,70,10,19,1
1746917,510,70,10,20,1
1746918,510,70,10,21,1
1746919,510,70,10,22,1
1746920,510,70,10,23,2
1746921,510,70,10,24,2
1746922,510,70,10,25,3
1746923,510,70,10,26,3
1746924,510,70,10,27,3
1746925,510,70,10,28,4
1746926,510,70,10,29,4
1746927,510,70,10,30,5
1746928,510,70,10,31,5
